PropertyAddressFull,AreaLotSF
516 N OAK ST,7800.0
502 N OAK ST,15600.0
527 OJAI RD,11145.0
501 OJAI RD,20952.0
606 N 13TH ST,7800.0
602 N 13TH ST,7800.0
611 SYCAMORE ST,5850.0
621 SYCAMORE ST,5850.0
608 SYCAMORE ST,7800.0
1209 HIGH ST,5590.0
605 N 12TH ST,5200.0
615 N 12TH ST,7800.0
546 N 13TH ST,7800.0
540 SYCAMORE ST,7800.0
541 N 12TH ST,7800.0
545 N 12TH ST,7800.0
508 SYCAMORE ST,7800.0
1330 HIGH ST,6250.0
501 CITRUS ST,6250.0
529 N 13TH ST,6750.0
525 N 13TH ST,6750.0
517 N 13TH ST,6750.0
509 N 13TH ST,6750.0
516 CITRUS ST,6750.0
512 CITRUS ST,6750.0
1315 E ORCHARD ST,20250.0
443 GRANT LINE ST,6382.0
441 GRANT LINE ST,16553.0
435 GRANT LINE ST,13504.0
2718 KADOTA ST,7000.0
1113 CLIFF DR,24400.0
4895 MUIRWOOD CT,7005.0
1025 CLIFF DR,25244.0
2692 KADOTA ST,7000.0
1013 CLIFF DR,23483.0
4838 MUIRWOOD CT,7057.0
2769 GOLF MEADOWS CT,3666.0
2790 TEXAS AVE,6351.0
2748 TEXAS AVE,4511.0
2763 TEXAS AVE,4534.0
907 CLIFF DR,19725.0
944 CLIFF DR,15095.0
1403 WOODLAND DR,15703.0
1136 BEDFORD ST,6581.0
1323 SAY RD,48142.0
429 GRANT LINE ST,27007.0
401 GRANT LINE ST,15682.0
1400 SAY RD,48110.0
1455 SAY RD,121402.0
1206 SAY RD,22992.0
1550 SAY RD,41951.0
1304 RICHMOND RD,8567.0
1500 SAY RD,267344.0
1300 WOODLAND DR,12052.0
918 CLIFF DR,39204.0
1323 SAY RD,14276.0
4706 ADAM RD,21552.0
999 CLIFF DR,338725.0
4616 ADAM RD,16092.0
1323 SAY RD,7152.0
1300 WOODLAND DR,6337.0
747 OJAI RD,32864.0
4511 BARNARD ST,31200.0
4750 ADAM RD,13444.0
4567 BARNARD ST,15415.0
4771 BARNARD ST,24803.0
1332 WOODLAND DR,40187.0
4717 BARNARD ST,13441.0
2621 KADOTA ST,7020.0
4474 ADAM RD,14374.0
4488 ADAM RD,31200.0
4450 ADAM RD,31200.0
4438 ADAM RD,9181.0
4436 ADAM RD,67082.0
4500 ADAM RD,23603.0
4475 BARNARD ST,40329.0
4683 BARNARD ST,10082.0
2653 KADOTA ST,7605.0
4576 ADAM RD,13120.0
4525 BARNARD ST,20258.0
4483 BARNARD ST,14976.0
4495 BARNARD ST,16094.0
4674 ADAM RD,40329.0
4677 BARNARD ST,40329.0
4657 BARNARD ST,13497.0
4641 BARNARD ST,40276.0
4603 BARNARD ST,23501.0
4755 BARNARD ST,20011.0
4767 BARNARD ST,21323.0
4730 ADAM RD,13444.0
4766 ADAM RD,13444.0
2645 KADOTA ST,7020.0
2601 KADOTA ST,14811.0
4685 BARNARD ST,10082.0
4681 BARNARD ST,10082.0
4756 ADAM RD,13441.0
4762 ADAM RD,13444.0
4720 ADAM RD,13229.0
4700 ADAM RD,20001.0
4623 BARNARD ST,15838.0
1006 ELDERBERRY CT,6098.0
4724 BARNARD ST,18096.0
4618 BARNARD ST,12495.0
1024 ELDERBERRY CT,8276.0
2582 FIG ST,9437.0
1000 ELDERBERRY CT,5663.0
2590 FIG ST,8600.0
1007 ELDERBERRY CT,6000.0
1019 ELDERBERRY CT,7405.0
4668 BARNARD ST,11097.0
4490 BARNARD ST,10191.0
4510 BARNARD ST,19350.0
4688 BARNARD ST,12398.0
1025 ELDERBERRY CT,6098.0
4950 BARNARD ST,10835.0
4992 BARNARD ST,37907.0
5154 BARNARD ST,15681.0
5 APPALOOSA LN,46609.0
116 BELL CANYON RD,28944.0
1214 CORNWALL LN,3610.0
115 BELL CANYON RD,24862.0
1206 CORNWALL LN,3553.0
105 BELL CANYON RD,24372.0
101 BELL CANYON RD,22899.0
1174 CORNWALL LN,4209.0
41 STAGECOACH RD,47480.0
10 COLT LN,75794.0
42 STAGECOACH RD,45302.0
68 STAGECOACH RD,47044.0
1168 CORNWALL LN,4755.0
8 BUCKSKIN RD,50965.0
5 BUCKSKIN RD,94960.0
80 STAGECOACH RD,52707.0
66 BUCKSKIN RD,26245.0
1160 CORNWALL LN,4755.0
19 ROUND UP RD,44431.0
196 BELL CANYON RD,134600.0
40 COOLWATER RD,87555.0
1154 CORNWALL LN,4209.0
207 SADDLEBOW RD,53578.0
68 SADDLEBOW RD,78408.0
1150 CORNWALL LN,3915.0
62 SADDLEBOW RD,67082.0
72 SADDLEBOW RD,104544.0
1118 HINGHAM LN,3840.0
58 SADDLEBOW RD,54450.0
54 SADDLEBOW RD,81021.0
69 SADDLEBOW RD,50529.0
279 BELL CANYON RD,61855.0
287 BELL CANYON RD,54014.0
57 BELL CANYON RD,22855.0
1042 HINGHAM LN,4375.0
7 BUCKSKIN CT,149977.0
93 BELL CANYON RD,24320.0
97 BELL CANYON RD,25142.0
40 RANCHERO RD,45302.0
36 RANCHERO RD,70305.0
37 MARLBORO LN,66211.0
5 MARLBORO LN,44431.0
936 WATERBURY LN,3567.0
928 WATERBURY LN,3567.0
38 MARLBORO LN,103237.0
32 MARLBORO LN,81457.0
24 MARLBORO LN,47044.0
71 STAGECOACH RD,46173.0
73 HACKAMORE LN,1125154.0
920 WATERBURY LN,3232.0
64 HACKAMORE LN,43560.0
27 COOLWATER RD,43560.0
1036 WATERBURY LN,2610.0
1044 WATERBURY LN,4258.0
31 COOLWATER RD,44866.0
36 COOLWATER RD,61419.0
30 COOLWATER RD,64904.0
1079 BROCKTON LN,4018.0
1067 BROCKTON LN,3936.0
2100 PIERPONT BLVD,4296.0
940 BROCKTON LN,3703.0
1094 DRIFTWOOD LN,3676.0
1082 DRIFTWOOD LN,3690.0
1009 BROCKTON LN,3992.0
965 BROCKTON LN,4275.0
955 BROCKTON LN,4813.0
931 BROCKTON LN,5805.0
2090 PIERPONT BLVD,5504.0
907 BROCKTON LN,4080.0
1084 BROCKTON LN,10646.0
1070 BROCKTON LN,3485.0
1050 BROCKTON LN,3485.0
1042 BROCKTON LN,6968.0
1020 BROCKTON LN,3485.0
1012 BROCKTON LN,3890.0
978 BROCKTON LN,3890.0
968 BROCKTON LN,3485.0
960 BROCKTON LN,3956.0
948 BROCKTON LN,4089.0
2132 MONMOUTH DR,4212.0
928 BROCKTON LN,3479.0
2146 MONMOUTH DR,3942.0
1011 DRIFTWOOD LN,3859.0
1005 DRIFTWOOD LN,3613.0
1043 DRIFTWOOD LN,3613.0
1082 BATH LN,3800.0
1058 BATH LN,3400.0
1036 BATH LN,3460.0
2250 PIERPONT BLVD,3095.0
2256 PIERPONT BLVD,4510.0
1153 MONTAUK LN,3801.0
1145 MONTAUK LN,3640.0
1125 MONTAUK LN,3610.0
1057 MONTAUK LN,4122.0
1051 MONTAUK LN,4176.0
1175 S SEAWARD AVE,15500.0
1134 HINGHAM LN,4160.0
2208 PIERPONT BLVD,576.0
1132 BANGOR LN,665.0
1020 BANGOR LN,3711.0
1054 BANGOR LN,2933.0
1043 BATH LN,3400.0
1106 BATH LN,3485.0
1111 DOVER LN,3480.0
111 LOCKWOOD OZENZA RD,15000.0
125 SUMMIT DR,14000.0
523 S MOUNTAIN RD,2157962.0
2061 HEATHER ST,7303.0
2049 HEATHER ST,7303.0
2363 E BROWER ST,6864.0
2109 LUPIN ST,6300.0
2063 PARKER CT,7000.0
2078 SHERIDAN CT,7110.0
2008 MARTER AVE,6859.0
2043 MARTER AVE,6500.0
2172 ELMDALE AVE,6500.0
2082 HEATHER ST,7300.0
2135 HEATHER ST,7303.0
2306 KNOLLHAVEN ST,6500.0
2570 E BROWER ST,11666.0
2080 LUPIN ST,6300.0
2690 E BROWER ST,12416.0
2148 CLOVER ST,6300.0
2104 BIGELOW AVE,8050.0
2164 N BROWER ST,6500.0
2072 WISTERIA ST,6300.0
2132 MAGNOLIA ST,6300.0
2040 MAGNOLIA ST,6777.0
2051 PARKER CT,7000.0
2163 N JUSTIN AVE,6500.0
2165 CLOVER ST,6300.0
2229 KNOLLHAVEN ST,6500.0
2151 PARKER CT,7000.0
2173 CLOVER ST,6300.0
2149 SYCAMORE DR,6300.0
2180 LUPIN ST,6300.0
2064 WISTERIA ST,6300.0
2058 SHELBY LN,7753.0
2165 SYCAMORE DR,6300.0
2275 GRACELAND ST,6760.0
2195 N BROWER ST,6516.0
2656 E BROWER ST,11666.0
2125 MAGNOLIA ST,6300.0
2329 KNOLLHAVEN ST,6760.0
2163 HEATHER ST,7303.0
2355 KNOLLHAVEN ST,6760.0
2134 N BROWER ST,6500.0
2058 ELMDALE AVE,6500.0
2037 MARTER AVE,6467.0
2038 MARTER AVE,6835.0
2372 E BROWER ST,9035.0
2550 E BROWER ST,11666.0
2070 SHERIDAN CT,8435.0
2068 KIMBALL CT,9402.0
2041 CLOVER ST,6777.0
2135 MADRONE ST,7300.0
2117 PARKER CT,7000.0
2241 BURNSIDE ST,6760.0
2041 LUPIN ST,6777.0
2393 GRACELAND ST,6543.0
2140 MAGNOLIA ST,6300.0
2108 MAGNOLIA ST,6300.0
2349 KNOLLHAVEN ST,6760.0
2367 KNOLLHAVEN ST,6843.0
2354 KNOLLHAVEN ST,6500.0
2348 KNOLLHAVEN ST,6500.0
2331 KNOLLHAVEN ST,6760.0
2356 GRACELAND ST,6500.0
523 S MOUNTAIN RD,2157962.0
2332 KNOLLHAVEN ST,6500.0
523 S MOUNTAIN RD,2157962.0
523 S MOUNTAIN RD,2157962.0
2344 GRACELAND ST,6500.0
2133 CLOVER ST,6300.0
2109 SYCAMORE DR,6300.0
2117 SYCAMORE DR,6300.0
2091 SYCAMORE DR,6300.0
2081 SYCAMORE DR,6300.0
2072 CLOVER ST,6300.0
2090 CLOVER ST,6300.0
2149 HEATHER ST,7303.0
2157 CLOVER ST,6300.0
2149 CLOVER ST,6300.0
2141 CLOVER ST,6300.0
2156 CLOVER ST,6300.0
2164 CLOVER ST,6300.0
2181 CLOVER ST,6300.0
2172 CLOVER ST,6300.0
2148 HEATHER ST,7300.0
2162 HEATHER ST,7300.0
2134 HEATHER ST,7300.0
2121 HEATHER ST,7303.0
2176 HEATHER ST,7300.0
2148 ELMDALE AVE,6500.0
2173 SYCAMORE DR,6300.0
2157 SYCAMORE DR,6300.0
2191 SYCAMORE DR,6777.0
2090 HEATHER ST,7300.0
2072 MAGNOLIA ST,6300.0
2056 MAGNOLIA ST,6300.0
2080 MAGNOLIA ST,6300.0
2048 MAGNOLIA ST,6300.0
2065 MAGNOLIA ST,6300.0
2057 MAGNOLIA ST,6300.0
2049 MAGNOLIA ST,6300.0
2090 MAGNOLIA ST,6300.0
2328 KNOLLHAVEN ST,6500.0
1413 IGUANA CIR,2056.0
2324 KNOLLHAVEN ST,6500.0
2318 KNOLLHAVEN ST,6500.0
1421 IGUANA CIR,1672.0
2307 KNOLLHAVEN ST,6760.0
2007 N BROWER ST,8236.0
2021 N BROWER ST,7000.0
2020 N BROWER ST,6750.0
1411 IGUANA CIR,1527.0
2035 N BROWER ST,6514.0
2104 E BROWER ST,11739.0
2048 N BROWER ST,6500.0
1409 IGUANA CIR,1527.0
2116 E BROWER ST,7480.0
2020 BIGELOW AVE,9501.0
2027 N JUSTIN AVE,6500.0
2177 HEATHER ST,7303.0
1425 IGUANA CIR,1691.0
2005 POTTER AVE,9754.0
1407 IGUANA CIR,1527.0
2064 LUPIN ST,6300.0
2048 LUPIN ST,6300.0
2072 LUPIN ST,6300.0
2065 CLOVER ST,6300.0
2040 LUPIN ST,6777.0
2073 CLOVER ST,6300.0
2132 WISTERIA ST,6300.0
2163 MADRONE ST,7300.0
2039 MADRONE ST,7619.0
1453 IGUANA CIR,1818.0
2038 HEATHER ST,7619.0
2406 E BROWER ST,13870.0
1105 BADGER CIR,1545.0
2420 E BROWER ST,13300.0
2462 E BROWER ST,13300.0
2490 E BROWER ST,13300.0
2959 TEXAS AVE,8125.0
53 S SANTA CRUZ ST,6500.0
4830 BEAUMONT ST,10400.0
65 S SANTA CRUZ ST,6500.0
4808 BEAUMONT ST,10954.0
2818 DALHART AVE,8250.0
2831 DALHART AVE,13343.0
2819 DALHART AVE,19750.0
3025 CORPUS CHRISTI ST,8068.0
77 S SANTA CRUZ ST,6500.0
3125 SAN ANGELO AVE,10959.0
5236 LAFAYETTE ST,6913.0
5248 LAFAYETTE ST,6905.0
3091 SAN ANGELO AVE,10740.0
3043 SAN ANGELO AVE,8410.0
5260 LAFAYETTE ST,6896.0
3031 SAN ANGELO AVE,8200.0
101 S VICTORIA AVE,8385.0
3007 SAN ANGELO AVE,8200.0
5050 LAFAYETTE ST,6884.0
2991 SAN ANGELO AVE,8200.0
5074 LAFAYETTE ST,6876.0
2975 SAN ANGELO AVE,11350.0
5124 LAFAYETTE ST,6868.0
3067 SAN ANGELO AVE,8800.0
5148 LAFAYETTE ST,6860.0
4760 EL PRADO ST,9600.0
5506 LAFAYETTE ST,6540.0
5512 LAFAYETTE ST,7530.0
59 MARA AVE,7920.0
4776 EL PRADO ST,15400.0
87 MARA AVE,7920.0
4792 EL PRADO ST,21300.0
5524 LAFAYETTE ST,6976.0
3134 SAN ANGELO AVE,9100.0
4707 AURORA DR,6703.0
3148 SAN ANGELO AVE,12000.0
4725 AURORA DR,6791.0
3290 DALHART AVE,8700.0
3210 DALHART AVE,7900.0
4743 AURORA DR,7075.0
4767 AURORA DR,7675.0
3224 DALHART AVE,9100.0
4779 AURORA DR,8399.0
3274 DALHART AVE,8600.0
331 W LEWIS ST,45302.0
3291 DALHART AVE,11400.0
283 W LEWIS ST,39835.0
313 W LEWIS ST,16892.0
320 W LEWIS ST,40000.0
3275 DALHART AVE,10100.0
6619 SWAN ST,6210.0
2992 KADOTA ST,10700.0
2960 KADOTA ST,11850.0
6637 SWAN ST,6210.0
976 CORTO ST,11399.0
988 CORTO ST,13516.0
990 CORTO ST,15419.0
3475 PINE VIEW DR,6668.0
1008 POPPY TREE PL,13773.0
1026 POPPY TREE PL,8996.0
1034 POPPY TREE PL,19916.0
3474 PINE VIEW DR,9934.0
1188 SWISS PINE PL,5908.0
3461 GREEN PINE PL,6717.0
3416 HAZELNUT CT,10522.0
617 CINNABAR PL,7674.0
637 CINNABAR PL,8030.0
605 CINNABAR PL,8559.0
649 CINNABAR PL,7040.0
646 CINNABAR PL,20189.0
654 CINNABAR PL,11844.0
661 CINNABAR PL,8426.0
673 CINNABAR PL,8557.0
672 CINNABAR PL,13022.0
967 POPLAR CT,8353.0
925 BISCAYNE PALM PL,6940.0
3408 PINE VIEW DR,8918.0
1035 POPPY TREE PL,6632.0
3365 PINE VIEW DR,8062.0
1117 TRABUCO OAK RD,7839.0
1047 POPPY TREE PL,23023.0
1077 POPLAR CT,5742.0
1097 POPLAR CT,10001.0
1149 TRABUCO OAK RD,5804.0
955 POPLAR CT,12783.0
3364 PINE VIEW DR,10871.0
3369 COASTAL OAK DR,5800.0
3393 COASTAL OAK DR,6012.0
1225 TRABUCO OAK RD,5837.0
3421 PINE VIEW DR,5989.0
3424 PINE VIEW DR,8077.0
5399 VERNON ST,3903.0
550 DONIZETTI AVE,3400.0
5526 QUINN ST,11858.0
564 PARRISH ST,3409.0
5642 QUINN ST,7035.0
583 PARRISH ST,4955.0
597 PARRISH ST,3267.0
606 WALCOTT AVE,3753.0
616 LIVINGSTON AVE,4231.0
626 WALCOTT AVE,3525.0
4695 ELLINGTON ST,3732.0
639 BENNETT AVE,3535.0
640 LIVINGSTON AVE,4547.0
642 WALCOTT AVE,3525.0
671 LIVINGSTON AVE,3525.0
4777 NIELSEN ST,3566.0
674 COUNTY SQUARE DR STE 103,3484.0
674 COUNTY SQUARE DR STE 107,3484.0
674 COUNTY SQUARE DR STE 210,3484.0
674 COUNTY SQUARE DR STE 203,3484.0
674 COUNTY SQUARE DR STE 303,3484.0
674 COUNTY SQUARE DR STE 307,3484.0
674 COUNTY SQUARE DR STE 309,3484.0
674 WALCOTT AVE,3525.0
679 WALCOTT AVE,3525.0
681 SEEGER AVE,7140.0
693 COUNTY SQUARE DR UNIT 17,1609.0
695 COUNTY SQUARE DR UNIT 14,1399.0
699 COUNTY SQUARE DR UNIT 6,1609.0
715 COUNTY SQUARE DR UNIT 4,3484.0
695 SEEGER AVE,7140.0
702 SARATOGA AVE,3681.0
4957 BERLIOZ ST,1660.0
4991 DEKOVEN ST,1463.0
712 SARATOGA AVE,3925.0
715 COUNTY SQUARE DR UNIT 3,3484.0
719 SEEGER AVE,7140.0
735 SEEGER AVE,7140.0
5405 VERNON ST,4149.0
899 HOLBROOK AVE,7602.0
5456 BENJAMIN CT,6146.0
691 ASIA CT,9365.0
5474 BENJAMIN CT,4492.0
2058 COVINGTON AVE,5496.0
2040 COVINGTON AVE,5180.0
880 HOLBROOK AVE,8712.0
550 PARRISH ST,4670.0
551 TARLOW ST,4200.0
832 GREENBRIAR AVE,8276.0
828 GREENBRIAR AVE,8367.0
5550 QUINN ST,9983.0
778 GREENBRIAR AVE,12925.0
1910 MAYLAND PL,8276.0
831 HOLBROOK AVE,7000.0
2066 COVINGTON AVE,6218.0
5574 QUINN ST,10746.0
2068 COVINGTON AVE,6602.0
5606 QUINN ST,8767.0
637 SARATOGA AVE,4009.0
640 SARATOGA AVE,3987.0
2075 ARIELLE LN,55301.0
2084 COVINGTON AVE,3675.0
645 LIVINGSTON AVE,3751.0
646 BENNETT AVE,3525.0
830 THORNWOOD ST,9660.0
647 WALCOTT AVE,3525.0
1934 CONCORD CT,7750.0
691 COVINGTON AVE,16130.0
650 SARATOGA AVE,3670.0
650 TIERNEY AVE,7143.0
2086 COVINGTON AVE,3675.0
654 BENNETT AVE,3525.0
783 HOLBROOK AVE,7180.0
887 HOLBROOK AVE,7145.0
879 HOLBROOK AVE,10890.0
4916 BERLIOZ ST,1463.0
867 HOLBROOK AVE,6969.0
674 COUNTY SQUARE DR STE 207,3484.0
856 HOLBROOK AVE,7000.0
920 THORNWOOD ST,7026.0
679 LIVINGSTON AVE,3525.0
1967 MAYLAND PL,10384.0
680 SARATOGA AVE,3525.0
1955 MAYLAND PL,9202.0
686 WALCOTT AVE,3525.0
1933 MAYLAND PL,6969.0
1954 MAYLAND PL,9204.0
699 BENNETT AVE,3533.0
1932 MAYLAND PL,6540.0
1912 CONCORD CT,7208.0
2098 COVINGTON AVE,3675.0
705 BENNETT AVE,3533.0
2094 COVINGTON AVE,3675.0
721 BENNETT AVE,3532.0
2092 COVINGTON AVE,3675.0
1966 MAYLAND PL,10030.0
726 TIERNEY AVE,7293.0
804 THORNWOOD ST,9612.0
2046 COVINGTON AVE,5261.0
735 COUNTY SQUARE DR UNIT 33,3484.0
1952 WHITEHALL CT,12841.0
613 BENNETT AVE,3556.0
1930 WHITEHALL CT,11531.0
1953 WHITEHALL CT,9006.0
727 HOLBROOK AVE,7000.0
619 LIVINGSTON AVE,3536.0
745 HOLBROOK AVE,7000.0
721 HOLBROOK AVE,7000.0
620 SARATOGA AVE,4234.0
757 HOLBROOK AVE,7000.0
709 HOLBROOK AVE,8263.0
718 GREENBRIAR AVE,13809.0
621 WALCOTT AVE,4265.0
744 HOLBROOK AVE,7000.0
623 SEEGER AVE,7934.0
756 HOLBROOK AVE,7000.0
2036 COVINGTON AVE,5110.0
628 LIVINGSTON AVE,4334.0
2044 COVINGTON AVE,5215.0
633 LIVINGSTON AVE,3881.0
2034 COVINGTON AVE,5075.0
635 WALCOTT AVE,3617.0
641 SARATOGA AVE,3802.0
4989 BERLIOZ ST,1463.0
653 PARRISH ST,3267.0
653 SARATOGA AVE,3876.0
2030 COVINGTON AVE,5005.0
654 WALCOTT AVE,3525.0
2050 COVINGTON AVE,5360.0
2024 COVINGTON AVE,4935.0
655 BENNETT AVE,3534.0
2054 COVINGTON AVE,5409.0
701 COVINGTON AVE,32012.0
659 WALCOTT AVE,3525.0
1937 ARIELLE LN,169556.0
660 SARATOGA AVE,3530.0
663 BENNETT AVE,3534.0
2091 ARIELLE LN,46187.0
667 SEEGER AVE,7140.0
855 HOLBROOK AVE,6994.0
837 GREENBRIAR AVE,8447.0
829 GREENBRIAR AVE,9089.0
825 GREENBRIAR AVE,9262.0
809 GREENBRIAR AVE,9928.0
805 GREENBRIAR AVE,10260.0
725 GREENBRIAR AVE,10501.0
5373 DRESDEN CT,5180.0
5381 DRESDEN CT,4725.0
713 BENNETT AVE,3533.0
5386 DRESDEN CT,5190.0
707 GREENBRIAR AVE,10504.0
720 HOLBROOK AVE,7000.0
5398 DRESDEN CT,5615.0
768 HOLBROOK AVE,9262.0
772 HOLBROOK AVE,7950.0
776 HOLBROOK AVE,7020.0
725 COUNTY SQUARE DR UNIT 30,3484.0
900 E OJAI AVE,14748.0
780 HOLBROOK AVE,7181.0
733 BENNETT AVE,3532.0
798 HOLBROOK AVE,7160.0
804 HOLBROOK AVE,7000.0
816 HOLBROOK AVE,7000.0
828 HOLBROOK AVE,7000.0
2078 COVINGTON AVE,7105.0
2080 COVINGTON AVE,7162.0
829 HOLBROOK AVE,7000.0
805 HOLBROOK AVE,7000.0
797 HOLBROOK AVE,7195.0
738 TIERNEY AVE,7323.0
775 HOLBROOK AVE,7011.0
752 TIERNEY AVE,7353.0
769 HOLBROOK AVE,7000.0
706 GREENBRIAR AVE,14810.0
753 BENNETT AVE,3532.0
2364 E BROWER ST,6825.0
2350 E BROWER ST,6627.0
2344 E BROWER ST,6627.0
2336 E BROWER ST,6627.0
2328 E BROWER ST,6627.0
2127 N JUSTIN AVE,6500.0
2145 N JUSTIN AVE,6500.0
2115 N JUSTIN AVE,6500.0
2176 FERNWOOD CT,8536.0
2190 FERNWOOD CT,10440.0
2206 GRACELAND ST,6578.0
2162 FERNWOOD CT,6600.0
2205 KNOLLHAVEN ST,6843.0
2157 N JUSTIN AVE,6500.0
2148 FERNWOOD CT,6500.0
2140 CLOVER ST,6300.0
2149 MADRONE ST,7300.0
2181 MAGNOLIA ST,6300.0
2190 CLOVER ST,6777.0
2025 SHERMAN ST,7000.0
1527 RACCOON CT,1527.0
2107 MADRONE ST,7300.0
2033 BIGELOW AVE,9187.0
2045 KIMBALL CT,7450.0
2060 HEATHER ST,7300.0
2081 LUPIN ST,6300.0
1683 ADDAX CIR,1742.0
2093 MADRONE ST,7300.0
2093 N JUSTIN AVE,6500.0
1417 IGUANA CIR,1527.0
2190 MAGNOLIA ST,6777.0
2190 WISTERIA ST,6777.0
2191 LUPIN ST,6777.0
1309 IGUANA CIR,1527.0
2217 KNOLLHAVEN ST,6500.0
1609 BASSETT LN,1742.0
1560 ECHIDNA LN,2702.0
2116 LUPIN ST,6300.0
2091 LUPIN ST,6300.0
2117 CLOVER ST,6300.0
2124 CLOVER ST,6300.0
1617 BASSETT LN,1742.0
2109 CLOVER ST,6300.0
2022 POTTER AVE,6799.0
1234 LLAMA CT,2528.0
1507 RACCOON CT,1527.0
1675 ADDAX CIR,1742.0
2012 POTTER AVE,6769.0
1423 IGUANA CIR,1672.0
2017 POTTER AVE,6596.0
2021 POTTER AVE,6638.0
1415 IGUANA CIR,1527.0
2011 POTTER AVE,6559.0
2027 POTTER AVE,6638.0
2034 POTTER AVE,6799.0
2319 KNOLLHAVEN ST,6760.0
1419 IGUANA CIR,1527.0
2121 MADRONE ST,7300.0
2083 MADRONE ST,7300.0
1427 IGUANA CIR,1527.0
2070 HEATHER ST,7300.0
1677 ADDAX CIR,1742.0
1412 CHIPMUNK CIR,1527.0
1306 HELLBENDER LN,2186.0
2071 MADRONE ST,7300.0
2083 HEATHER ST,7303.0
2061 MADRONE ST,7300.0
2180 CLOVER ST,6300.0
2191 CLOVER ST,6777.0
2063 N BROWER ST,6512.0
2077 N BROWER ST,6511.0
2062 BIGELOW AVE,8050.0
1660 TAPIR CIR,1544.0
2048 BIGELOW AVE,8050.0
2074 BIGELOW AVE,8050.0
1575 RACCOON CT,1527.0
2062 N BROWER ST,6500.0
1606 TAPIR CIR,1527.0
2390 GRACELAND ST,6578.0
1509 RACCOON CT,1527.0
2380 GRACELAND ST,6500.0
2136 ELMDALE AVE,6500.0
2368 GRACELAND ST,6500.0
1655 ADDAX CIR,1742.0
2124 ELMDALE AVE,6500.0
2059 FERNWOOD CT,6500.0
1657 ADDAX CIR,1742.0
2043 FERNWOOD CT,6500.0
2075 FERNWOOD CT,6500.0
1659 ADDAX CIR,1742.0
2105 N BROWER ST,6509.0
2129 N BROWER ST,6507.0
2091 N BROWER ST,6510.0
1209 NILGAI PL,1527.0
2128 BIGELOW AVE,8050.0
2116 BIGELOW AVE,8050.0
2122 N BROWER ST,6500.0
2128 N BROWER ST,6500.0
2108 N BROWER ST,6500.0
1211 NILGAI PL,1527.0
2320 E BROWER ST,6627.0
2329 E BROWER ST,6760.0
2337 E BROWER ST,6760.0
1201 NILGAI PL,1527.0
1213 NILGAI PL,1672.0
2321 E BROWER ST,6760.0
2345 E BROWER ST,6760.0
2314 E BROWER ST,6627.0
2315 E BROWER ST,6760.0
2054 POTTER AVE,6799.0
1217 NILGAI PL,2186.0
2120 HEATHER ST,7300.0
1221 NILGAI PL,1545.0
2158 N BROWER ST,6500.0
1219 NILGAI PL,1545.0
2054 SHELBY LN,7753.0
1357 IGUANA CIR,2186.0
2047 BIGELOW AVE,7800.0
2073 BIGELOW AVE,7754.0
1312 HELLBENDER LN,1545.0
7271 UNICORN CIR,1742.0
2042 SHERMAN ST,7052.0
2048 SHELBY LN,8032.0
2204 KNOLLHAVEN ST,6578.0
2073 SYCAMORE DR,6300.0
1233 NILGAI PL,1710.0
2133 BIGELOW AVE,7200.0
2050 MARTER AVE,6500.0
1429 IGUANA CIR,1527.0
2044 MARTER AVE,6572.0
1227 NILGAI PL,1672.0
2045 PARKER CT,7899.0
2065 LUPIN ST,6300.0
1533 RACCOON CT,1527.0
2191 MADRONE ST,7619.0
2190 HEATHER ST,7619.0
2177 MADRONE ST,7300.0
2060 POTTER AVE,6799.0
2011 KIMBALL CT,7311.0
1506 ELAND LN,1544.0
2289 E BROWER ST,6760.0
2277 E BROWER ST,6760.0
2301 E BROWER ST,6760.0
2274 BURNSIDE ST,6500.0
2261 E BROWER ST,6760.0
1406 CHIPMUNK CIR,1507.0
2303 E BROWER ST,6760.0
2266 BURNSIDE ST,6500.0
1122 OKAPI LN,1307.0
2292 E BROWER ST,6627.0
1603 BEAGLE CT,1742.0
2191 FERNWOOD CT,10440.0
1226 LLAMA CT,1675.0
2434 E BROWER ST,13300.0
2027 KIMBALL CT,7000.0
2028 SHERIDAN CT,7059.0
7307 UNICORN CIR,1742.0
2010 KIMBALL CT,7408.0
2046 SHERIDAN CT,7401.0
2138 LARCH ST,6500.0
2381 GRACELAND ST,6760.0
2191 MAGNOLIA ST,6777.0
2165 MAGNOLIA ST,6300.0
1163 BADGER CIR,1527.0
2157 MAGNOLIA ST,6300.0
2091 MAGNOLIA ST,6300.0
2090 WISTERIA ST,6300.0
2116 WISTERIA ST,6300.0
1911 SPARKS CT,7070.0
1992 METZ CT,9180.0
1994 SPARKS CT,6970.0
1053 DONNER AVE,9964.0
1099 DONNER AVE,9081.0
1135 DONNER AVE,9116.0
1085 DONNER AVE,9080.0
1406 DUARTE CIR,8806.0
1165 ROLDAN AVE,7420.0
1189 ROLDAN AVE,7420.0
2205 ELIZONDO AVE,20000.0
2217 ELIZONDO AVE,9460.0
2229 ELIZONDO AVE,8160.0
2347 ELIZONDO AVE,6683.0
1407 DUARTE CIR,6402.0
2003 ROYAL AVE,67640.0
2043 ROYAL AVE,21344.0
2000 ROYAL AVE,232174.0
2065 ROYAL AVE,18788.0
2073 ROYAL AVE,57934.0
1975 ROYAL AVE STE 5,52707.0
1356 ERRINGER RD,18730.0
